stateabbrv,statename,stfips,areaname,areatype,areatyname,area,periodyear,periodtype,pertypdesc,period,adjusted,prelim,benchmark,laborforce,emplab,unemp,unemprate
CO,Colorado,8,La Plata County,4,County,67,2003,3,Monthly,5,0,0,2014,26122,24996,1126,4.3
CO,Colorado,8,La Plata County,4,County,67,2003,3,Monthly,6,0,0,2014,26885,25608,1277,4.7
CO,Colorado,8,La Plata County,4,County,67,2003,3,Monthly,7,0,0,2014,27457,26263,1194,4.3
CO,Colorado,8,La Plata County,4,County,67,2003,3,Monthly,8,0,0,2014,27254,26110,1144,4.2
CO,Colorado,8,La Plata County,4,County,67,2003,3,Monthly,9,0,0,2014,26996,25922,1074,4
CO,Colorado,8,La Plata County,4,County,67,2003,3,Monthly,10,0,0,2014,27413,26324,1089,4
CO,Colorado,8,La Plata County,4,County,67,2003,3,Monthly,11,0,0,2014,26882,25756,1126,4.2
CO,Colorado,8,La Plata County,4,County,67,2003,3,Monthly,12,0,0,2014,26750,25614,1136,4.2
CO,Colorado,8,La Plata County,4,County,67,2004,1,Annual,0,0,0,2014,28238,27094,1144,4.1
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,1,0,0,2014,27266,25944,1322,4.8
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,2,0,0,2014,27284,26030,1254,4.6
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,3,0,0,2014,27711,26478,1233,4.4
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,4,0,0,2014,27708,26609,1099,4
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,5,0,0,2014,28046,26969,1077,3.8
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,6,0,0,2014,28981,27751,1230,4.2
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,7,0,0,2014,29284,28132,1152,3.9
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,8,0,0,2014,29365,28320,1045,3.6
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,9,0,0,2014,28668,27665,1003,3.5
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,10,0,0,2014,28655,27630,1025,3.6
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,11,0,0,2014,27988,26886,1102,3.9
CO,Colorado,8,La Plata County,4,County,67,2004,3,Monthly,12,0,0,2014,27896,26714,1182,4.2
CO,Colorado,8,La Plata County,4,County,67,2005,1,Annual,0,0,0,2014,29763,28637,1126,3.8
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,1,0,0,2014,28730,27430,1300,4.5
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,2,0,0,2014,28767,27497,1270,4.4
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,3,0,0,2014,29251,27988,1263,4.3
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,4,0,0,2014,29353,28247,1106,3.8
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,5,0,0,2014,29789,28716,1073,3.6
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,6,0,0,2014,30935,29711,1224,4
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,7,0,0,2014,31196,30032,1164,3.7
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,8,0,0,2014,31152,30113,1039,3.3
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,9,0,0,2014,30591,29600,991,3.2
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,10,0,0,2014,29501,28532,969,3.3
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,11,0,0,2014,28905,27850,1055,3.6
CO,Colorado,8,La Plata County,4,County,67,2005,3,Monthly,12,0,0,2014,28988,27925,1063,3.7
CO,Colorado,8,La Plata County,4,County,67,2006,1,Annual,0,0,0,2014,30309,29290,1019,3.4
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,1,0,0,2014,29265,28007,1258,4.3
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,2,0,0,2014,29452,28260,1192,4
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,3,0,0,2014,29651,28459,1192,4
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,4,0,0,2014,29574,28534,1040,3.5
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,5,0,0,2014,29912,28946,966,3.2
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,6,0,0,2014,31018,29910,1108,3.6
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,7,0,0,2014,31266,30202,1064,3.4
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,8,0,0,2014,31443,30441,1002,3.2
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,9,0,0,2014,30686,29816,870,2.8
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,10,0,0,2014,30661,29832,829,2.7
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,11,0,0,2014,30430,29568,862,2.8
CO,Colorado,8,La Plata County,4,County,67,2006,3,Monthly,12,0,0,2014,30347,29506,841,2.8
CO,Colorado,8,La Plata County,4,County,67,2007,1,Annual,0,0,0,2014,31007,30143,864,2.8
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,1,0,0,2014,30042,29034,1008,3.4
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,2,0,0,2014,30092,29173,919,3.1
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,3,0,0,2014,30252,29360,892,2.9
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,4,0,0,2014,30054,29293,761,2.5
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,5,0,0,2014,30441,29698,743,2.4
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,6,0,0,2014,31111,30181,930,3
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,7,0,0,2014,31955,31066,889,2.8
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,8,0,0,2014,31742,30885,857,2.7
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,9,0,0,2014,31532,30748,784,2.5
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,10,0,0,2014,31803,30997,806,2.5
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,11,0,0,2014,31527,30648,879,2.8
CO,Colorado,8,La Plata County,4,County,67,2007,3,Monthly,12,0,0,2014,31531,30629,902,2.9
CO,Colorado,8,La Plata County,4,County,67,2008,1,Annual,0,0,0,2014,31427,30294,1133,3.6
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,1,0,0,2014,31294,30170,1124,3.6
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,2,0,0,2014,30732,29601,1131,3.7
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,3,0,0,2014,30902,29742,1160,3.8
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,4,0,0,2014,30521,29564,957,3.1
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,5,0,0,2014,31234,30230,1004,3.2
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,6,0,0,2014,31818,30631,1187,3.7
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,7,0,0,2014,32653,31452,1201,3.7
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,8,0,0,2014,32132,30975,1157,3.6
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,9,0,0,2014,31552,30446,1106,3.5
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,10,0,0,2014,31971,30837,1134,3.5
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,11,0,0,2014,31092,29860,1232,4
CO,Colorado,8,La Plata County,4,County,67,2008,3,Monthly,12,0,0,2014,31222,30021,1201,3.8
CO,Colorado,8,La Plata County,4,County,67,2009,1,Annual,0,0,0,2014,31317,29632,1685,5.4
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,1,0,0,2014,31163,29634,1529,4.9
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,2,0,0,2014,31134,29514,1620,5.2
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,3,0,0,2014,31199,29511,1688,5.4
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,4,0,0,2014,30602,29061,1541,5
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,5,0,0,2014,31149,29523,1626,5.2
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,6,0,0,2014,31754,29937,1817,5.7
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,7,0,0,2014,32361,30606,1755,5.4
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,8,0,0,2014,32236,30554,1682,5.2
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,9,0,0,2014,31378,29775,1603,5.1
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,10,0,0,2014,31649,29968,1681,5.3
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,11,0,0,2014,30714,28912,1802,5.9
CO,Colorado,8,La Plata County,4,County,67,2009,3,Monthly,12,0,0,2014,30467,28589,1878,6.2
CO,Colorado,8,La Plata County,4,County,67,2010,1,Annual,0,0,0,2016,29874,27744,2130,7.1
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,1,0,0,2016,29720,27450,2270,7.6
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,2,0,0,2016,29754,27461,2293,7.7
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,3,0,0,2016,29684,27348,2336,7.9
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,4,0,0,2016,29430,27317,2113,7.2
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,5,0,0,2016,29707,27649,2058,6.9
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,6,0,0,2016,30202,28020,2182,7.2
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,7,0,0,2016,30208,28138,2070,6.9
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,8,0,0,2016,30286,28253,2033,6.7
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,9,0,0,2016,30022,28066,1956,6.5
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,10,0,0,2016,29984,28001,1983,6.6
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,11,0,0,2016,29734,27581,2153,7.2
CO,Colorado,8,La Plata County,4,County,67,2010,3,Monthly,12,0,0,2016,29756,27643,2113,7.1
CO,Colorado,8,La Plata County,4,County,67,2011,1,Annual,0,0,0,2016,29476,27408,2068,7
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,1,0,0,2016,29233,26851,2382,8.1
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,2,0,0,2016,29270,26863,2407,8.2
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,3,0,0,2016,29195,26912,2283,7.8
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,4,0,0,2016,28707,26651,2056,7.2
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,5,0,0,2016,29186,27170,2016,6.9
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,6,0,0,2016,29622,27602,2020,6.8
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,7,0,0,2016,29858,27851,2007,6.7
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,8,0,0,2016,29902,27932,1970,6.6
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,9,0,0,2016,29710,27843,1867,6.3
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,10,0,0,2016,30109,28228,1881,6.2
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,11,0,0,2016,29465,27493,1972,6.7
CO,Colorado,8,La Plata County,4,County,67,2011,3,Monthly,12,0,0,2016,29461,27504,1957,6.6
CO,Colorado,8,La Plata County,4,County,67,2012,1,Annual,0,0,0,2016,29663,27693,1970,6.6
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,1,0,0,2016,28894,26668,2226,7.7
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,2,0,0,2016,29243,26948,2295,7.8
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,3,0,0,2016,29387,27139,2248,7.6
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,4,0,0,2016,28983,26978,2005,6.9
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,5,0,0,2016,29810,27852,1958,6.6
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,6,0,0,2016,30122,28035,2087,6.9
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,7,0,0,2016,30108,28156,1952,6.5
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,8,0,0,2016,30182,28286,1896,6.3
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,9,0,0,2016,30026,28284,1742,5.8
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,10,0,0,2016,30121,28409,1712,5.7
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,11,0,0,2016,29503,27769,1734,5.9
CO,Colorado,8,La Plata County,4,County,67,2012,3,Monthly,12,0,0,2016,29581,27794,1787,6
CO,Colorado,8,La Plata County,4,County,67,2013,1,Annual,0,0,0,2017,29559,27873,1686,5.7
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,1,0,0,2017,29171,27182,1989,6.8
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,2,0,0,2017,29186,27158,2028,6.9
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,3,0,0,2017,29014,27128,1886,6.5
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,4,0,0,2017,29076,27359,1717,5.9
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,5,0,0,2017,29716,28038,1678,5.6
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,6,0,0,2017,30267,28431,1836,6.1
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,7,0,0,2017,30297,28632,1665,5.5
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,8,0,0,2017,30123,28567,1556,5.2
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,9,0,0,2017,29775,28273,1502,5
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,10,0,0,2017,29706,28237,1469,4.9
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,11,0,0,2017,29095,27631,1464,5
CO,Colorado,8,La Plata County,4,County,67,2013,3,Monthly,12,0,0,2017,29274,27837,1437,4.9
CO,Colorado,8,La Plata County,4,County,67,2014,1,Annual,0,0,0,2013,29925,28665,1260,4.2
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,1,0,0,2013,29533,27872,1661,5.6
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,2,0,0,2013,29836,28161,1675,5.6
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,3,0,0,2013,29870,28327,1543,5.2
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,4,0,0,2013,29319,27976,1343,4.6
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,5,0,0,2013,29903,28670,1233,4.1
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,6,0,0,2013,30266,28992,1274,4.2
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,7,0,0,2013,30565,29349,1216,4
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,8,0,0,2013,30288,29170,1118,3.7
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,9,0,0,2013,29997,29007,990,3.3
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,10,0,0,2013,30137,29146,991,3.3
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,11,0,0,2013,29785,28747,1038,3.5
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,12,0,0,2017,29566,28522,1044,3.5
CO,Colorado,8,La Plata County,4,County,67,2014,3,Monthly,12,0,1,2013,29609,28566,1043,3.5
CO,Colorado,8,La Plata County,4,County,67,2015,1,Annual,0,0,0,2014,29891,28866,1025,3.4
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,1,0,0,2014,29592,28317,1275,4.3
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,2,0,0,2014,29562,28286,1276,4.3
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,3,0,0,2014,29624,28426,1198,4
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,4,0,0,2014,29657,28597,1060,3.6
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,5,0,0,2014,30237,29170,1067,3.5
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,6,0,0,2014,30610,29541,1069,3.5
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,7,0,0,2014,30453,29454,999,3.3
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,8,0,0,2014,30108,29216,892,3
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,9,0,0,2014,29559,28730,829,2.8
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,10,0,0,2014,30089,29241,848,2.8
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,11,0,0,2014,29676,28811,865,2.9
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,12,0,0,2017,29463,28538,925,3.1
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,12,0,1,2014,29523,28602,921,3.1
CO,Colorado,8,La Plata County,4,County,67,2016,1,Annual,0,0,0,2015,31017,30141,876,2.8
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,1,0,0,2015,30214,29156,1058,3.5
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,2,0,0,2015,30175,29084,1091,3.6
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,3,0,0,2015,30071,29009,1062,3.5
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,4,0,0,2015,30323,29398,925,3.1
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,5,0,0,2015,30803,29930,873,2.8
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,6,0,0,2015,31381,30409,972,3.1
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,7,0,0,2015,31763,30893,870,2.7
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,8,0,0,2015,31748,30928,820,2.6
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,9,0,0,2015,31450,30721,729,2.3
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,10,0,0,2015,31803,31066,737,2.3
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,11,0,0,2015,31285,30613,672,2.1
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,12,0,0,2017,31158,30438,720,2.3
CO,Colorado,8,La Plata County,4,County,67,2016,3,Monthly,12,0,1,2015,31198,30490,708,2.3
CO,Colorado,8,La Plata County,4,County,67,2017,1,Annual,0,0,0,2016,31452,30714,738,2.3
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,1,0,0,2016,30821,29914,907,2.9
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,2,0,0,2016,30428,29548,880,2.9
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,3,0,0,2016,30594,29837,757,2.5
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,4,0,0,2016,31206,30530,676,2.2
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,5,0,0,2016,31363,30698,665,2.1
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,6,0,0,2016,31965,31212,753,2.4
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,7,0,0,2016,32144,31433,711,2.2
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,8,0,0,2016,31862,31143,719,2.3
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,9,0,0,2016,31827,31149,678,2.1
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,10,0,0,2016,32027,31339,688,2.1
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,11,0,0,2016,31719,31014,705,2.2
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,12,0,0,2017,31928,31133,795,2.5
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,12,0,1,2016,31468,30752,716,2.3
CO,Colorado,8,La Plata County,4,County,67,2018,1,Annual,0,0,0,2017,32091,31120,971,3
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,1,0,0,2017,31190,30258,932,3
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,2,0,0,2017,31261,30242,1019,3.3
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,3,0,0,2017,31436,30484,952,3
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,4,0,0,2017,31731,30910,821,2.6
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,5,0,0,2017,32042,31277,765,2.4
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,6,0,0,2017,32276,31283,993,3.1
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,7,0,0,2017,33191,32123,1068,3.2
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,8,0,0,2017,32337,31336,1001,3.1
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,9,0,0,2017,32287,31362,925,2.9
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,10,0,0,2017,32416,31448,968,3
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,11,0,0,2017,32675,31647,1028,3.1
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,12,0,1,2017,32242,31068,1174,3.6
CO,Colorado,8,La Plata County,4,County,67,2019,3,Monthly,1,0,0,2018,31469,30091,1378,4.4
CO,Colorado,8,La Plata County,4,County,67,2019,3,Monthly,2,0,0,2018,31250,30085,1165,3.7
CO,Colorado,8,La Plata County,4,County,67,2019,3,Monthly,2,0,1,2018,31330,30164,1166,3.7
CO,Colorado,8,La Plata County,4,County,67,2019,3,Monthly,3,0,0,2018,31645,30659,986,3.1
CO,Colorado,8,La Plata County,4,County,67,2019,3,Monthly,3,0,1,2018,31494,30507,987,3.1
CO,Colorado,8,La Plata County,4,County,67,2019,3,Monthly,4,0,0,2018,32007,31169,838,2.6
CO,Colorado,8,La Plata County,4,County,67,2019,3,Monthly,4,0,1,2018,32189,31349,840,2.6
CO,Colorado,8,La Plata County,4,County,67,2019,3,Monthly,5,0,1,2018,32244,31541,703,2.2
CO,Colorado,8,Larimer County,4,County,69,1990,1,Annual,0,0,0,2014,103854,98713,5141,5
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,1,0,0,2014,99131,92714,6417,6.5
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,2,0,0,2014,100105,93901,6204,6.2
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,3,0,0,2014,100290,94407,5883,5.9
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,4,0,0,2014,100661,95750,4911,4.9
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,5,0,0,2014,102846,98290,4556,4.4
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,6,0,0,2014,105027,99697,5330,5.1
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,7,0,0,2014,105577,100706,4871,4.6
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,8,0,0,2014,106738,102057,4681,4.4
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,9,0,0,2014,106893,102175,4718,4.4
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,10,0,0,2014,107103,102725,4378,4.1
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,11,0,0,2014,106535,101858,4677,4.4
CO,Colorado,8,Larimer County,4,County,69,1990,3,Monthly,12,0,0,2014,105342,100276,5066,4.8
CO,Colorado,8,Larimer County,4,County,69,1991,1,Annual,0,0,0,2014,106820,101691,5129,4.8
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,1,0,0,2014,103113,96600,6513,6.3
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,2,0,0,2014,104232,98098,6134,5.9
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,3,0,0,2014,104206,98714,5492,5.3
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,4,0,0,2014,106188,101708,4480,4.2
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,5,0,0,2014,106622,102298,4324,4.1
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,6,0,0,2014,109482,104235,5247,4.8
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,7,0,0,2014,108265,103367,4898,4.5
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,8,0,0,2014,108252,103560,4692,4.3
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,9,0,0,2014,109439,104648,4791,4.4
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,10,0,0,2014,108967,104281,4686,4.3
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,11,0,0,2014,107041,101997,5044,4.7
CO,Colorado,8,Larimer County,4,County,69,1991,3,Monthly,12,0,0,2014,106035,100785,5250,5
CO,Colorado,8,Larimer County,4,County,69,1992,1,Annual,0,0,0,2014,109692,104070,5622,5.1
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,1,0,0,2014,103133,96547,6586,6.4
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,2,0,0,2014,105048,98784,6264,6
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,3,0,0,2014,106266,100232,6034,5.7
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,4,0,0,2014,106514,101604,4910,4.6
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,5,0,0,2014,108699,103733,4966,4.6
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,6,0,0,2014,111989,106157,5832,5.2
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,7,0,0,2014,111682,106022,5660,5.1
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,8,0,0,2014,112597,107160,5437,4.8
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,9,0,0,2014,112611,107281,5330,4.7
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,10,0,0,2014,113252,108180,5072,4.5
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,11,0,0,2014,112919,107470,5449,4.8
CO,Colorado,8,Larimer County,4,County,69,1992,3,Monthly,12,0,0,2014,111597,105673,5924,5.3
CO,Colorado,8,Larimer County,4,County,69,1993,1,Annual,0,0,0,2014,116475,111237,5238,4.5
CO,Colorado,8,Larimer County,4,County,69,1993,3,Monthly,1,0,0,2014,109817,102858,6959,6.3
CO,Colorado,8,Larimer County,4,County,69,1993,3,Monthly,2,0,0,2014,111680,105268,6412,5.7
CO,Colorado,8,Larimer County,4,County,69,1993,3,Monthly,3,0,0,2014,112281,106392,5889,5.2
CO,Colorado,8,Larimer County,4,County,69,1993,3,Monthly,4,0,0,2014,112917,107877,5040,4.5
CO,Colorado,8,Larimer County,4,County,69,1993,3,Monthly,5,0,0,2014,116611,111638,4973,4.3
